,"Cultivo de cereales, oleaginosas y forrajeras","Cultivo de hortalizas, legumbres, flores y plantas ornamentales",Cultivo de frutas y nueces,Cultivos industriales,Producción de semillas,"Cría de ganado y producción de leche, lana y pelos",Producción de granja,Servicios agropecuarios,Caza,Silvicultura y extracción de madera,Pesca,"Extracción de petróleo, gas, carbón y uranio",Extracción de minerales metalíferos,Extracción de otros minerales,"Matanza de animales, conservación y procesamiento de carnes",Elaboración y conservación de pescado y productos de pescado,"Elaboración y conservación de frutas, legumbres y hortalizas",Aceites y subproductos oleaginosos,Productos lácteos,Molienda de trigo y de otros cereales,Alimentos balanceados,Productos de panadería,Azúcar,"Cacao, chocolate y productos de confitería",Pastas alimenticias,Otros productos alimenticios,Bebidas alcohólicas,Producción vitivinícola,Cerveza y malta,"Gaseosas, agua mineral y otras bebidas no alcohólicas",Productos de tabaco,"Fibras, hilados y tejeduría de productos textiles",Acabado de productos textiles,Fabricación de productos textiles,Tejidos de punto,"Prendas de vestir, terminación y teñido de pieles",Curtido y terminación de cueros,Marroquinería y talabartería,Calzado y sus partes,Aserraderos,Madera y sus productos,Celulosa y papel,Papel y cartón ondulado y envases de papel y cartón,Productos de papel y cartón,"Edición de libros, folletos, grabaciones y otras ediciones",Edición de periódicos y revistas,Impresiones y reproducción de grabaciones,Refinación de petróleo,Química básica,Fertilizantes y plaguicidas,Materias primas plásticas y caucho sintético,Pinturas y barnices,Productos medicinales,"Jabones, detergentes y cosméticos",Otros productos químicos,Fibras sintéticas manufacturadas,"Cubiertas, cámaras y recauchutado de cubiertas",Productos de caucho,Productos de plástico,Vidrio y productos de vidrio,Productos de cerámica refractaria y no refractaria para uso no estructural,Arcilla y cerámica no refractaria para uso estructural,"Cemento, cal y yeso","Artículos de hormigón, cemento y yeso",Industrias básicas de hierro y acero,Metalurgia de no ferrosos,Fundición de metales,"Estructuras metálicas, tanques, depósitos y generadores de vapor","Forja, laminado y tratamiento de metales",Artículos de cuchillería y ferretería y herramientas de mano,Otros productos metálicos,"Motores, turbinas, bombas y compresores","Engranajes, hornos, elevadores y otras maquinarias de uso general",Tractores y maquinaria agrícola,Otra maquinaria de uso especial,Aparatos de uso doméstico,Máquinas de oficina e informática,"Motores, generadores y transformadores eléctricos",Aparatos de control y distribución de energía eléctrica,Hilos y cables aislados,Acumuladores y pilas,Lámparas eléctricas y equipos de iluminación,"Tubos y transmisores de radio, TV y telefonía",Receptores de radio y TV,"Instrumentos médicos, ópticos y de precisión y relojes",Vehículos automotores,Carrocerías y remolques,Autopartes,"Buques, locomotoras y aeronaves","Motocicletas, bicicletas y otros tipos de transportes",Muebles y colchones,Otras industrias manufactureras,Electricidad,Gas,Agua,Construcción,Comercio mayorista,Comercio minorista,Hoteles,Restaurantes,Transporte terrestre de pasajeros,Transporte terrestre de carga,Transporte por tuberías,Transporte marítimo,Transporte aéreo,Actividades de transporte complementarias,Correos,Telecomunicaciones,Instituciones Financieras,Seguros,Servicios a las empresas y profesionales,Actividades inmobiliarias,Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,Enseñanza pública,Enseñanza privada,Salud humana pública,Salud humana privada,Servicios veterinarios,Servicios sociales,Servicios de saneamiento,Actividad de asociaciones,"Servicios de cine, radio y televisión","Servicios personales, de reparación, actividades deportivas y de esparcimiento",Servicio doméstico
Servicios a las empresas y profesionales,12124.742503074667,2802.827308260223,1925.2826021935243,3213.0600351756166,1568.6703455334098,13404.558757167688,7998.8426504174495,2053.0032411221077,19.104914707813535,5865.530147132599,35891.51747662452,268682.3015174169,4478.276297972469,51641.8621601472,110661.75752756593,9499.472226774456,54796.9503667628,98603.36557726248,153058.93836731982,63985.928448150196,15593.100002591687,165325.74392290763,24635.37376227247,52094.13506896951,49187.959243662306,172170.3728672812,15777.431801584238,70346.44887531863,65480.232259253644,180130.5152255321,89965.76954757879,38246.72029476024,5108.506856622461,22166.401677648566,15663.551752677555,119621.29974382727,35722.69654062914,8054.405689609386,46554.855316076,12292.711106392984,18505.08493019491,37616.75365894705,28392.239665772493,59781.078366716334,40453.85114507,164892.4620769997,110643.10894761125,173461.59811459426,65043.39973179958,50089.543083908924,68679.67220464337,36174.89148397147,421544.95742690365,255702.06060089607,61091.8914490227,5637.761234428313,11156.438683506447,17963.697945617827,121865.32731241726,34092.25416528343,31366.08441614447,60849.5421653486,48209.247394181846,24872.366751976915,169369.77666560048,49277.7800375091,38327.13494314247,52109.051124565565,19566.813028914257,15069.407061876696,61273.874895619585,19886.615495716494,43755.671871938175,26358.68111128209,23957.47321665582,42192.988923329176,1600.996872697844,16214.826990178603,12113.24713409553,9018.180966405343,14215.311188718475,8529.356941763903,19543.33504617042,18302.75351498031,25736.24917222668,146986.88331231184,10187.160285077107,62420.59461035013,8584.08881741387,7447.940516012555,59003.66480935642,20996.79854713281,204701.3838229606,13527.05443705865,66261.1673463053,1016205.9339810315,785245.0590218653,1300992.9978494034,116202.76436586044,371851.8021403636,101604.85609954446,163981.5507114,55338.41302837284,30667.706897220596,75589.58408590905,784964.7447402487,17418.126813677954,421570.1457385409,1238376.550054302,489269.91380446847,771025.1313036089,276886.90884065616,1131074.8671075145,66389.71743673517,172617.45843017462,125652.71048826746,504390.3856669568,1612.070853346721,23561.923483845778,453175.73992202687,273606.0636182084,314013.33711396845,472953.55165101367,0.0
Actividades inmobiliarias,2515.560558973692,669.7277830923819,442.15198725725435,758.7421066182584,369.64201626941093,3303.987467410239,485.22475862302787,513.1896453471802,4.725740077921056,269.7356505284448,5199.597781764935,22666.109459700714,561.5887512416025,11175.152372301753,18083.278931711968,109.7274952352827,9382.02831842507,1859.619255179047,7094.001995071618,3083.9633392074297,492.5457918076315,42928.71797980434,805.186815571921,2808.07558841102,7648.377698261485,11768.14366876813,313.27061855826986,5491.719205288625,1411.715644831048,8944.298891390297,3721.666966289993,7412.308648277723,95.35318051702535,210.8328878809615,7799.544124932259,61382.4640971843,2857.5201711500185,48.050055659235476,8104.048779951521,4941.237840729199,10132.61806844359,2382.027189345865,180.69951632835276,3827.1873057767684,3455.7848208292717,6497.150916304159,13711.122445024448,14640.953421202634,5045.872099949911,6276.550762902682,6756.547743876186,2859.280475824473,14223.229962849438,11450.396250518304,3695.2413134324215,1246.8722068101572,2737.7618035574774,1384.0934726666742,27846.997179234117,2402.459048684147,1867.2320013685737,1280.5108240307006,1618.4298886456968,116.94819536784395,2493.4408916088087,1071.4222125040546,4259.456235127333,2955.758292267898,4275.379488026694,3718.5795143111363,12273.658528782977,3479.5070796283017,7094.19049819629,871.4362944887918,5967.116766850685,240.59677690003082,561.9765218491333,577.2735794097562,884.6639255490107,677.4936584727874,2270.390475900682,2412.7197065917694,3858.6564297044742,1805.1382727870487,6789.452768555194,11204.620526870467,1225.0160015664576,4005.3476934690016,3131.7827959482725,1052.7158692102976,25695.34326409172,3208.1875729221197,50530.83565704376,3120.1269763318405,8045.335587517605,0.0,923896.466602241,1527581.1756606395,119090.05693234515,455773.7589786118,6566.61959487746,168359.72007566807,2222.2562642772036,289.65146979681776,8681.250598109946,453480.46696000174,17193.137737763525,167931.137982327,216343.11029517787,81416.07074913825,371140.48216279736,200033.28130459436,204725.1230953372,33910.963402887355,54315.67906151312,1762.0064058578541,277110.5156594521,0.0,7096.813232412042,28736.56705543853,92025.65747088625,38936.887196925105,360061.6703341936,0.0
Administración pública y defensa y planes de la seguridad social de afiliación obligatoria,38059.01102300331,6475.387252271067,5040.387113855905,9649.816254652997,6378.16056095992,78846.63748864463,24318.066450134993,2271.7533783296544,242.0018389488273,2947.005584262589,5967.171637895559,3181.9541575450276,3000.0,10000.0,5898.998,0.0,538.496,22539.462,20042.65,7600.107,2022.8420247442918,12402.207,3840.665,1981.161,6021.859,8028.421,2387.935,1368.924,683.286,9292.174,8626.055,2415.126,121.185,46.282,314.309,2349.342,5655.44,1045.706,2340.016,143.012,360.871,7523.239,869.684,1495.542,4403.946,12189.229,3210.5,0.0,7311.589,5976.477906885649,10043.868,386.662,38400.875,18333.771,4448.442,94.964,151.392,0.0,499.428,3386.723,3342.067,6716.974,6950.727,2704.651,20639.719,7734.453,1565.479,6037.87,2012.607,5.427,550.54,263.509,231.92,0.0,83.031,245.884,169.193,0.0,13.012,387.308,979.715,0.0,987.769,187.758,682.772,8552.216,0.0,682.431,91.095,999.652,0.0,237.129,51368.406350000005,6143.4995499999995,23644.80608,59060.236460927954,47510.0272982309,72946.51563391392,0.0,0.0,15094.83839330826,10687.629222446803,3680.164404789944,5084.084895725706,2907.7044358547423,69194.07587331781,35923.397,163651.031,41831.56510861938,11677.007285174406,27383.388082764337,0.0,31720.365694199667,0.0,0.0,0.0,38788.974203909536,0.0,0.0,0.0,95763.1695535366,0.0,34647.99636616242,0.0
Enseñanza pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Enseñanza privada,887.5055442732047,171.75190343182135,110.747094922015,196.28929714575247,87.09536303559692,936.698863259942,410.4287174228466,120.4985626930087,1.3064168502657003,66.44311129567491,86.34270922814666,43567.59652274075,0.0,445.3110520306284,3006.4416689800673,0.0,274.44491044369283,11487.291090429584,10214.793152517177,3873.413534513897,1030.9453355403398,6320.525184018744,1957.4039242182823,1009.7045087812782,3069.0429171360997,4091.6970667865344,1217.0145984636042,697.6778791742054,348.23829114610965,4735.753966183511,4396.2872393028765,1230.8729510223764,61.762437365618524,23.58755914330275,160.1878963622586,1197.3734443723454,2882.3106535943284,532.9504187009669,1192.6062030468247,72.88666618134997,183.92124880960955,3834.242069185827,443.23660891334305,762.2033992268192,2244.5138790129554,6212.262671335949,1636.223272568677,33310.246390511886,3726.370002954284,3045.912878119871,5118.864817356818,197.06361644370665,19571.070451135318,9343.846921571623,2267.149787342848,48.39838402262624,77.15461536971948,0.0,254.5351371826467,1726.0609068063145,1703.2981782735856,3423.300674287706,3542.4487541446742,1378.413777550592,10519.074762492759,3941.8834624500064,797.8428719766806,3077.237299691027,1025.7387764737557,2.766078439818324,280.5842065621055,134.29760188241397,118.20042338065535,0.0,42.316007207848834,125.31633491933599,86.2297492545819,0.0,6.631598165643858,197.39314925422653,499.3031215783393,0.0,503.4192859570148,95.69133525359945,347.97466489769374,4358.65559092578,0.0,347.8019098182394,46.431173002250034,509.4727038278374,0.0,120.84767029183166,29532.723488701053,4306.643330414453,149.1485072664719,0.0,2701.9117116307957,4422.905377468532,5251.204531781096,5687.517924961619,67.52214397159658,79.50705937405517,16.46209017312379,194.77483195996817,716.0019733901175,29722.820133465302,160.69218142078145,732.0431583900565,0.0,9875.937157789147,118318.15711119695,3741.712720552085,83072.96993873481,14662.542690338547,31034.710031438637,655.1091613982824,337.7048109828336,0.0,0.0,0.0,11095.075492809345,14.93763813635987,62725.56313170159,0.0
Salud humana pública,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Salud humana privada,2588.2692015842035,946.8032404226517,1428.2360210850695,2835.128870676763,247.43758269396525,2444.537651523514,833.9666422637592,207.1166780681359,3.256765325816784,370.6324506722856,534.2408347173993,2674.870056363107,0.0,162.02171774517637,308.43166649131626,507.7909663262054,28.154316750564934,1178.5079598604525,1047.948887114826,397.3897026231992,105.77239970556333,648.4030452543063,200.8154172159486,103.58756931635975,314.78545901925855,419.77125795102086,124.85548169254987,71.57552223467711,35.72649593277675,485.8388424639639,451.0263835589237,126.28039130768096,6.3360058614566315,2.419974790191405,16.433891684635878,122.82681356504357,295.7082710652221,54.67226018444675,122.34360912551577,7.477316960954824,18.870664993174877,393.36201081232934,45.47260101879465,78.19710290804282,230.27903024948768,637.3278809225525,167.86166495866271,0.0,382.281905739885,312.48892082564413,525.1552805824349,20.21751090539655,2007.8468580885392,958.5995443202579,232.58932059635066,4.965444393920707,7.917042882406509,0.0,26.1137908454015,177.0771344945243,174.7688204439375,351.2076112412533,363.4280392650577,141.38127115402847,1079.1733801304479,404.4016018111119,81.84238138947038,315.65898197333337,105.22690707745716,0.2845866637709778,28.78574341080679,13.778737637578178,12.12754209882365,0.0,4.3409347706455055,12.855807276598686,8.845902132214562,0.0,0.6808340671465407,20.251107942091735,51.23152836760457,0.0,51.64655058560392,9.816263603822547,35.70080408118631,447.1627243389775,0.0,35.68400556283873,4.766826618163879,52.26315502377437,0.0,12.393353947970848,2947.5539981565835,511.9773370128181,54.266111536727486,0.0,647.2505675368056,1051.8187153326471,4056.6054076886044,1429.1092447179747,942.8905873407674,77.7158747647912,5.989557446110848,101.94725125038514,71.53456686885194,3633.19590568654,58.465760886588356,786.5659179225638,0.0,192.34610432737875,1901.2717747356166,0.0,37280.629964747495,28038.738003608407,21367.20752066725,296274.6440214941,1488255.1578520162,6463.057405697097,11159.688521095608,0.0,1398.7282066012879,108.22150711420868,35541.78747409109,0.0
Servicios veterinarios,0.0,0.0,0.0,0.0,0.0,1184.5080083359876,1456.5483373528496,0.0,0.0,0.0,152.7065014827431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24629.230617951056,0.0,0.0,0.0,0.0,0.0,0.0
Servicios sociales,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Servicios de saneamiento,23.82316214934204,5.285746003914511,3.489631397665211,5.98828084978211,2.9173551698174522,26.07632383445308,5.518249115582006,4.050287572988426,0.03729733536971137,2.1288561903625562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27310.439680903193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actividad de asociaciones,1593.9755750996455,353.6621198144756,233.48651951029134,400.6677766600879,195.19629071189985,1744.731577611115,507.54896126523136,270.9992663023317,2.4955142907954384,142.43888989486288,0.0,0.0,0.0,0.0,123.83995696895363,0.0,13.301454855763113,398.6301105248419,468.52450027030346,193.44829392181742,0.0,0.0,93.70488944379383,41.4342589354114,0.0,0.0,30.857414488068056,35.11335165062622,15.130505695965034,234.12874645329492,221.18034822489346,59.42179116930699,0.0,0.0,0.0,0.0,0.0,0.0,53.7309745777109,0.0,0.0,165.58016294718894,0.0,0.0,0.0,309.9421265776219,0.0,0.0,180.91650781883578,142.76886895901765,239.77377974370202,9.91439244045172,963.5446935062424,446.4467101897391,0.0,2.434790971113113,3.8809703342799793,0.0,0.0,86.83951631879658,0.0,0.0,178.2244178781203,0.0,526.9828792152842,188.51319358217702,0.0,0.0,0.0,0.0,0.0,6.756564839089108,0.0,0.001,0.0,6.230136452416154,4.338007576161219,0.0,0.0,7.960299606156477,0.0,0.0,24.92356973569911,3.6140690732347673,0.0,207.9670116348022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5187.901784323553,0.0,0.0,0.0,0.0,239500.04028048384,6108.05779327693,0.0,0.0,0.0,0.0,248776.4092339429,2851.3043541810175,0.0,0.0,0.0,1975.1874125183604,0.0,0.0
"Servicios de cine, radio y televisión",699.6519987215114,138.3383562314747,89.55582401144393,157.87307315227778,71.18284633483763,742.4928627470074,735.6009870375941,98.54439184395608,1.0395994484587974,551.7178713169908,57.65129221644577,5551.06423326427,0.0,0.15547596679831346,9322.204719248495,449.48190269381746,6160.46988511961,6327.449754404477,20400.86757537759,3716.476616534505,1593.4663056904665,17081.265236577066,869.5732634100184,8846.151502847737,3460.728354090985,38048.96966527203,2747.446389445513,13749.61337871244,17225.27130946169,35196.709935198916,14540.078806699312,1102.6236989319184,198.1792427344022,2104.2128553341363,1240.7429130381772,9609.921045915225,855.0104598024941,271.838821658974,6441.467155640819,310.5796066437712,1101.665681144953,1735.2131233066211,1488.3119588705415,9689.757041510476,4422.631628167117,19708.795741010843,8249.946955439167,14324.85166838341,1815.836860673604,6213.943263583993,1485.9529731881862,5024.854808907667,64791.669765269085,62486.22010127977,3354.6617565163433,230.3928229545937,2161.382368255826,909.299081708857,7014.538877825282,832.0191056888384,1312.616182635507,3445.090400801606,1940.6835120684304,1089.8109462616394,3673.941906520714,1323.084393784066,356.5502283533095,1380.3864135947506,459.64086103631826,1063.2286158559718,4584.018443734144,1196.0858688634698,1954.7124006361357,3425.255609289594,1070.6016514411485,5756.0648164968,90.32379322492505,792.3573852348322,1359.1346475006205,192.27376409263195,690.5260444182207,540.5360311398692,1235.3156500236703,2077.0860916679376,1698.7427523898318,20076.783146028545,828.045172068383,2356.1474580437944,94.22190955652574,460.50615299324016,5571.906717479851,2205.636624434509,2989.6639499276416,917.0045361976286,3148.1786397874034,0.0,75665.38101136204,124908.79176675985,5065.857658632152,11904.755698681785,2501.4086564420595,3097.675294896273,298.9124567413082,122.39779705439615,3668.3956829492845,8632.869093079595,6122.7694437732125,87201.15589122551,91329.45099382327,42605.090832764945,69562.03297413015,3884.9560553345395,53469.800540961274,2191.3472038670907,6274.43419540765,673.9708500234262,9904.335872651343,232.7251522344679,1117.2580887702902,1646.812051200115,25253.310847873086,115466.38235601541,22616.556612558757,0.0
"Servicios personales, de reparación, actividades deportivas y de esparcimiento",35186.65508525454,99.35208391745472,808.6820881415831,9759.612708744498,1152.2633004570287,34257.94140574161,2358.819449475507,33796.57478348283,889.7592908678218,4380.331520068466,0.09674848875122988,279290.3082640669,13991.340951107682,204327.09619987488,9161.286999814702,697.4510130626004,2579.522756305862,27936.163152440364,30720.19682596771,12562.819399520122,3367.0841590514788,21351.42482960694,6490.715090101325,3148.432572329149,9873.965505836095,14395.132277416376,2711.8268368460735,2577.8226610225556,1003.7336606346594,16196.884509813479,13932.79902234722,4669.700930269351,207.43666667375643,652.5616513439664,559.4890607050721,4504.788241913879,9197.324889758669,1698.6529490457742,3620.6634660670366,212.53771687375857,923.2707271915804,10990.123564697109,2169.6722222598733,2972.880456383206,1544.9133609759401,4351.50126408624,1142.702424885376,228520.1245688855,12149.062086341617,9280.511209319993,15437.160635770184,1509.5008233931449,65791.67853145169,30419.751470474548,7930.420778176389,588.4118113373953,54.051321400880774,0.0,2825.076743354168,1209.111024312111,6010.56651591915,10860.367660701744,11321.247342546088,4587.521321623328,34832.74064685241,12940.922836172085,558.9013873710481,2155.578356016987,718.5152413145281,1.9379001772821651,803.0330261151473,1021.0454466700643,1371.5022970217653,286.3198843225753,287.2700158166282,1546.916564742915,273.0893630446068,411.8590221819877,574.3266909752749,1237.9759476226404,1995.953153948094,0.0,352.6451759650912,67.03369514880436,243.75936340167254,3053.259254709242,0.0,243.63699312641359,31.909381671497087,356.8903120595279,562.0159727766279,84.65946461428004,120281.4164794188,19158.51829438164,47174.31713963907,1545.432451301176,75459.64323302664,139825.13368935656,5355.191814019308,28907.604895730932,170455.80380642746,228305.50838116763,28691.276894373597,55.443182981991946,12535.196272530664,156121.0592129899,112851.51655596597,344142.6596093502,57151.41419781456,29187.087911859504,786993.6818224835,30922.379945864195,428828.3372918842,15714.630072530726,34004.69501557924,28187.708272613534,71940.59296497777,26.361579478677626,11479.296601291151,15195.6841818333,216010.98163639978,299814.3020187444,278052.49564646475,0.0
Servicio doméstico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
